EMR Concept Fully Specified Name,EMR Concept short name,EMR Concept UUID,EMR Concept ID,EMR concept Data Type,EMR Options (Answers),EMR Form Name,EMR Form UUID
6C43.3- - - - Opioid intoxication,,5e38c862-968b-4cdc-bf35-112deb265cca,14560,N/A,,,
"6C44- - - Disorders due to use of sedatives, hypnotics or anxiolytics",,484d254c-7d43-4118-8062-c28b174a5f83,14561,N/A,,,
"6C44.2- - - - Sedative, hypnotic or anxiolytic dependence",,fcee9c07-37b5-451a-aa54-3847c51b6dd4,14562,N/A,,,
6C45- - - Disorders due to use of cocaine,,812c9af3-5c86-4ec2-957f-83b166221bee,14563,N/A,,,
"6C46 - - - Disorders due to use of stimulants including amphetamines, methamphetamine or methcathinone",,1af4a1cd-5cfb-4bf7-9559-e8c119b7ed70,14564,N/A,,,
"6C46.2- - - - Stimulant dependence including amphetamines, methamphetamine or methcathinone",,656f5bfe-ce5c-4490-aaf7-f46b92778f9b,14565,N/A,,,
6C49- - - Disorders due to use of hallucinogens,,47170cf1-95c7-444e-b0cf-e664f25130ab,14566,N/A,,,
6C4A- - - Disorders due to use of nicotine,,ebf2bd3c-a65d-40a4-8a9b-d19493cc599f,14567,N/A,,,
6C4A.2- - - - Nicotine dependence,,fe1e9e20-32dd-4a93-9366-d6358519c4d6,14568,N/A,,,
6C4B- - - Disorders due to use of volatile inhalants,,84f1cc92-6680-41f3-b205-bce9c3e4c589,14569,N/A,,,
"6C4Z- - - Disorders due to substance use, unspecified",,6c6f59b7-5bfb-4643-80c9-ae286083c760,14570,N/A,,,
6C70- - Pyromania,,3085f2dd-0d00-4859-ba5d-458969413b57,14571,N/A,,,
6C73- - Intermittent explosive disorder,,5356b7cc-0e58-4432-a72f-73a17c00eab4,14572,N/A,,,
6C90- - Oppositional defiant disorder,,0ea3baa7-0aba-49c3-88df-f1f81ae50a39,14573,N/A,,,
6C91- - Conduct-dissocial disorder,,76de75f5-7faf-4222-a97f-e1ad1565a42e,14574,N/A,,,
6D10- - Personality disorder,,1bc710b3-bf04-4338-a986-2b02bfda1af2,14575,N/A,,,
6D30- - Exhibitionistic disorder,,388a567b-03b6-48f8-b5eb-87a3d5f6e2fb,14576,N/A,,,
6D32- - Pedophilic disorder,,2917ef1d-5f5e-424c-a3b3-f3e5119bfb00,14577,N/A,,,
6D34- - Frotteuristic disorder,,4b6acfb4-10b6-4a9b-b681-b2343bf7f23b,14578,N/A,,,
"6D3Z- - Paraphilic disorders, unspecified",,c8ad55cb-4aa0-438e-bffe-3455fe9fcedc,14579,N/A,,,
"6D5Z- - Factitious disorders, unspecified",,b0bd29d5-c984-4efd-b489-0253d80b60bf,14580,N/A,,,
6D70- - Delirium,,2207cd58-2282-467d-adcc-79e6063d0e07,14581,N/A,,,
6D71- - Mild neurocognitive disorder,,1fb26fa1-704f-49af-b55c-967d7a82f3c7,14582,N/A,,,
6D72- - Amnestic disorder,,4eeda9c3-c98a-4fbf-bef5-e4aa556cdd93,14583,N/A,,,
6D80- - - Dementia due to Alzheimer disease,,c11940e9-85e1-486d-9b82-11da6c5fce1a,14584,N/A,,,
6D81- - - Dementia due to cerebrovascular disease,,022051a6-da23-47df-a477-eb323eb400aa,14585,N/A,,,
6D84- - - Dementia due to psychoactive substances including medications,,22bd9c8a-96ae-4ecc-86d1-366efd93c774,14586,N/A,,,
6D85- - - Dementia due to diseases classified elsewhere,,c15e7299-522f-4236-b0fb-bf6fe57c28e9,14587,N/A,,,
6D85.0- - - - Dementia due to Parkinson disease,,8fd78e0b-8812-4613-8291-c616d0504e92,14588,N/A,,,
6D85.3- - - - Dementia due to human immunodeficiency virus,,57757564-8128-4a71-ac21-0fd12538ca78,14589,N/A,,,
6D85.6- - - - Dementia due to normal pressure hydrocephalus,,d6d63548-06c7-4c02-a23b-a24df38da492,14590,N/A,,,
6D85.7- - - - Dementia due to injury to the head,,b82bb9be-f4ef-40c1-a40f-f9540dbd39ab,14591,N/A,,,
6D86- - - Behavioural or psychological disturbances in dementia,,90a6006f-418f-40a5-a27f-20859468544c,14592,N/A,,,
6D86.4- - - - Agitation or aggression in dementia,,b48cb3e3-4703-4845-bcfc-458231b2e9e2,14593,N/A,,,
6D86.5- - - - Disinhibition in dementia,,a9285edc-437b-44e2-865f-656c93e15b6c,14594,N/A,,,
6D86.6- - - - Wandering in dementia,,12e18130-510e-44c1-85c2-3dca3df5d095,14595,N/A,,,
"6D8Z- - - Dementia, unknown or unspecified cause",,bd94c392-289d-4ab2-8045-83ed2f527084,14596,N/A,,,
6E0Y- - Other specified neurocognitive disorders,,21a6982b-3ef8-43ca-a996-aa9869224be0,14597,N/A,,,
"6E20 - - Mental or behavioural Disorders associated with pregnancy, childbirth or the puerperium, without psychotic symptoms",,e880c38d-ac92-457d-b846-bfd057416e16,14598,N/A,,,
"6E21 - - Mental or behavioural Disorders associated with pregnancy, childbirth or the puerperium, with psychotic symptoms",,0d443b90-3aeb-41dc-bca4-fabdfb93b17f,14599,N/A,,,
"6E2Z- - Mental or behavioural disorders associated with pregnancy, childbirth or the puerperium, unspecified",,2c8b1387-e69e-4f10-bfea-068592a4f48a,14600,N/A,,,
6E61- - Secondary psychotic syndrome,,c9cb5ef4-cda6-4cb1-94e0-197d3bf3ee2d,14601,N/A,,,
6E67- - Secondary neurocognitive syndrome,,f58fc282-20f2-4125-a1a6-f576a6c0179e,14602,N/A,,,
"6E8Z- Mental, behavioural or neurodevelopmental disorders, unspecified",,dc4caa17-0266-4d4e-9da2-cbf8ad9bc45c,14603,N/A,,,
7A00- - Chronic insomnia,,382047ac-a0ff-4447-be29-f45241fd1a2d,14604,N/A,,,
"7A0Z- - Insomnia disorders, unspecified",,a53628a6-65bc-49f7-8e55-50f833d7c553,14605,N/A,,,
7A20- - Narcolepsy,,e30aa4c5-285d-453e-924b-a30404c3a71f,14606,N/A,,,
7A40- - Central sleep apnoeas,,0762c941-756c-4750-b204-a91685880324,14607,N/A,,,
7A41- - Obstructive sleep apnoea,,9926f54a-fa47-4d8b-b41e-7bb9a1719e53,14608,N/A,,,
"7A64- - Circadian rhythm sleep-wake disorder, shift work type",,d4e31c57-e576-40bc-b693-267e17cc03bd,14609,N/A,,,
7A80- - Restless legs syndrome,,1cb3c4f4-11b5-4ad9-821e-73481b03c94f,14610,N/A,,,
7B00- - Disorders of arousal from non-REM sleep,,df6e930b-22e3-4ebd-8545-4e3e6f4e86b1,14611,N/A,,,
7B00.1- - - Sleepwalking disorder,,02bdb610-dbcb-42f6-b5ee-ef97b170880e,14612,N/A,,,
7B00.2- - - Sleep terrors,,06248f8d-eb0d-4ab0-b535-fd75a15c6543,14613,N/A,,,
7B01- - Parasomnias related to REM sleep,,70900d96-5a64-44d9-bb7f-901a227afb47,14614,N/A,,,
7B01.2- - - Nightmare disorder,,3be8367c-a93e-4b36-8046-8be05d928838,14615,N/A,,,
8A00- - Parkinsonism,,cd07602f-9702-422d-807e-9f2d7626d6b1,14616,N/A,,,
8A00.0- - - Parkinson disease,,6fa6ac1b-6f8f-4bfd-beb3-e13f0447e76d,14617,N/A,,,
8A01- - Choreiform disorders,,1e540692-502c-4933-8746-ee84883303d4,14618,N/A,,,
8A02- - Dystonic disorders,,69d72785-ffd8-4693-a27a-c56078591089,14619,N/A,,,
8A02.3- - - Functional dystonia or spasms,,44b88d48-efca-4e5b-a984-859facdeeb96,14620,N/A,,,
8A03- - Ataxic disorders,,8457812c-76e9-42df-bd39-53deabc84601,14621,N/A,,,
8A03.1- - - Hereditary ataxia,,2117830d-91dd-45fd-828b-3f8f8a2a1346,14622,N/A,,,
8A03.3- - - Acquired ataxia,,0193484d-0395-4c1d-a780-3000df927e0c,14623,N/A,,,
8A04- - Disorders associated with tremor,,cdc3bc71-11e4-478d-a208-5a6a24c36b5f,14624,N/A,,,
8A04.1- - - Essential tremor or related tremors,,30d2df88-88e9-4c69-a214-cfc3a0783848,14625,N/A,,,
8A04.3- - - Secondary tremor,,89a553ba-6233-4fd6-9c08-8971ea0379f2,14626,N/A,,,
8A04.4- - - Functional tremor,,60121a05-dd9a-4e70-9778-cab6b68415f9,14627,N/A,,,
8A05- - Tic disorders,,f412707a-5b73-4612-806c-2dcba0434ee8,14628,N/A,,,
8A06- - Myoclonic disorders,,12dbfa56-2c05-4899-88cc-d5a0a6a5515f,14629,N/A,,,
8A07- - Certain specified movement disorder,,012cd903-e3b8-417a-af89-36a0aeae85d9,14630,N/A,,,
8A07.1- - - Akathisia,,83e285be-ed73-4d95-bf4e-dd6bf7195ed7,14631,N/A,,,
8A0Y- - Other specified movement disorders,,8bcc391e-4921-4a94-96ed-f8499eb19b35,14632,N/A,,,
8A20- - Alzheimer disease,,0787ea61-57c4-467b-92ee-4fdf93f2b857,14633,N/A,,,
8A21- - Progressive focal atrophies,,ea325ad9-f1c3-4ea1-acdd-63b1f61b424b,14634,N/A,,,
8A22- - Lewy body disease,,33bfe938-abd3-47e1-b501-40200283c78b,14635,N/A,,,
8A23- - Frontotemporal lobar degeneration,,f975c2ec-1900-4b45-bf09-24a2b00b1c1b,14636,N/A,,,
8A2Y- - Other specified disorders with neurocognitive impairment as a major feature,,3e89cf92-c919-4998-ac00-1a606de2ff68,14637,N/A,,,
8A40- - Multiple sclerosis,,75e7ef69-d4c7-4db2-82d0-1460aeb8c232,14638,N/A,,,
8A41- - Isolated demyelinating syndromes of the central nervous system,,488a78e4-5133-4c0e-9a0f-ea9fc4704ac4,14639,N/A,,,
8A41.0- - - Transverse myelitis,,50bc3f50-b61a-47f9-acc7-329a1bc27246,14640,N/A,,,
8A42- - Acute disseminated encephalomyelitis,,f58bad84-7c5c-4496-b569-3cdf891ad9c7,14641,N/A,,,
8A43- - Neuromyelitis optica,,29261312-9f1b-4a38-9da4-1839af0d2a9d,14642,N/A,,,
8A44- - Leukodystrophies,,76f87038-21d6-4deb-af0e-20e38adddad4,14643,N/A,,,
8A45- - Secondary white matter disorders,,d4793468-7d8d-48f9-902d-ad9244a854bf,14644,N/A,,,
8A62- - Epileptic encephalopathies,,0b425b54-4d6b-465e-b7db-8c738009650b,14645,N/A,,,
8A62.0- - - Infantile spasms,,2872d772-1563-4e7c-831c-595a7dd1b7a2,14646,N/A,,,
8A62.1- - - Lennox-Gastaut syndrome,,300b7a3d-0005-4d5c-b908-69eae0bb8f39,14647,N/A,,,
8A63- - Seizure due to acute causes,,d617a73c-1773-4dc9-955e-892e1d234b04,14648,N/A,,,
8A63.0- - - Febrile seizures,,d4264976-02e4-4e0d-bb66-a6abc6c8c912,14649,N/A,,,
8A66- - Status epilepticus,,f6e83c9e-eef9-43ee-9ac3-5282164daa93,14650,N/A,,,
8A66.0- - - Convulsive status epilepticus,,aecc081d-3501-4fed-88ee-235cff16ae89,14651,N/A,,,
8A66.1- - - Non-convulsive status epilepticus,,59deca0f-95f7-40f5-823d-7080f5b3a9ca,14652,N/A,,,
8A67- - Acute repetitive seizures,,6a08911d-b4ca-4f07-90ca-6fca28857c70,14653,N/A,,,
8A68- - Types of seizures,,e7dabbcf-73c7-4704-8312-a990bb6c0b68,14654,N/A,,,
8A68.0- - - Focal unaware seizure,,d87494f7-5fba-4e57-a848-1a32c05c24fe,14655,N/A,,,
"8A68.1- - - Absence seizures, atypical",,8e1deda0-5531-4ce1-9186-f328326cc07d,14656,N/A,,,
"8A68.2- - - Absence seizures, typical",,55bd43a0-fd43-4695-877a-4a613bc05a3b,14657,N/A,,,
8A68.3- - - Focal aware seizure,,16c81b3b-1d3b-486c-b3e1-67142280bc73,14658,N/A,,,
8A68.4- - - Generalised tonic-clonic seizure,,9e6404f1-df41-4559-b573-a4bc9044e2fd,14659,N/A,,,
8A68.5- - - Generalised myoclonic seizure,,0077656f-2a16-4582-88df-85ef5e455984,14660,N/A,,,
8A68.6- - - Generalised tonic seizure,,658d8b56-e2e3-46ed-b799-03edae94ebc7,14661,N/A,,,
8A68.7- - - Generalised atonic seizure,,1b5de9fb-5f6a-4ee7-bd6a-49e74035eefb,14662,N/A,,,
8A6Y- - Other specified epilepsy or seizures,,3f96a095-f210-48c1-a1ba-02a28b7f002f,14663,N/A,,,
8A80- - Migraine,,b1bd9043-49f5-47bc-a205-d4a950fde752,14664,N/A,,,
8A81- - Tension-type headache,,6975a791-ae74-49d8-9b23-637fe4a64ddf,14665,N/A,,,
8A82- - Trigeminal autonomic cephalalgias,,52190176-19fa-49e5-95b9-d2447ad32f4a,14666,N/A,,,
8B00- - - Intracerebral haemorrhage,,37684faf-a3bb-4ed7-86b8-f2207d8f2330,14667,N/A,,,
8B01- - - Subarachnoid haemorrhage,,e5722d17-40e2-42d6-a92b-5f4960dc69ab,14668,N/A,,,
8B02- - - Nontraumatic subdural haemorrhage,,3826439f-a8a6-4dbe-baec-2913b194abf7,14669,N/A,,,
8B03- - - Nontraumatic epidural haemorrhage,,deb43816-208d-48a1-a664-a746cf0d2842,14670,N/A,,,
"8B0Z- - - Intracranial haemorrhage, unspecified",,f996c20a-3861-41cf-8635-c4c14d92f197,14671,N/A,,,
8B10- - - Transient ischaemic attack,,fde289d5-f4dd-46a6-b972-1bb34c1bda01,14672,N/A,,,
8B11- - - Cerebral ischaemic stroke,,9d55e0db-053a-4f63-8d8e-7740c0a7a79f,14673,N/A,,,
8B1Y- - - Other specified cerebral ischaemia,,aaa04772-733d-49c8-8213-d069b80193ff,14674,N/A,,,
8B20- - Stroke not known if ischaemic or haemorrhagic,,472c78bf-bb7f-44d5-943c-2b349556d2b6,14675,N/A,,,
8B22- - Certain specified cerebrovascular diseases,,9b2e1da5-5853-457e-ae77-fb20ee120114,14676,N/A,,,
8B22.0- - - Dissection of cerebral arteries,,ff50fd2d-4070-4a4e-9154-685b4ce84a7e,14677,N/A,,,
8B22.1- - - Cerebral venous thrombosis,,fa916bce-546c-4cd1-8b0d-98ecf0216880,14678,N/A,,,
8B22.2- - - Cerebral vasoconstriction syndromes,,a198c0c5-7726-4515-be55-044cc505f58d,14679,N/A,,,
8B22.3- - - Isolated cerebral amyloid angiopathy,,6f9a0adf-cd2a-4259-95ba-8b330435c16a,14680,N/A,,,
8B22.4- - - Intracranial vascular malformation,,d263fa0b-2647-4374-af03-56240591987a,14681,N/A,,,
"8B22.5- - - Cerebral aneurysm, nonruptured",,f72ba2f6-da20-4a7a-801e-b9436d920d03,14682,N/A,,,
8B22.8- - - Hypertensive encephalopathy,,75588a51-5fe3-4fa3-8da8-a3fbba7b4fe3,14683,N/A,,,
8B22.Y- - - Other specified cerebrovascular disease,,511738a9-0fd9-4ef3-978f-6a8708b33169,14684,N/A,,,
8B24- - Hypoxic-ischaemic encephalopathy,,3cc1d453-a203-4484-8486-88a682994688,14685,N/A,,,
8B26- - Vascular syndromes of brain in cerebrovascular diseases,,77eca6a1-f9f7-4581-9de3-d433c4075075,14686,N/A,,,
8B26.4- - - Posterior cerebral artery syndrome,,f66ba949-0e71-42c2-ae1c-84cff35d26a8,14687,N/A,,,
8B40- - Cauda equina syndrome,,bf50b96b-3c3e-4bb4-8d06-3e6e693a1a6a,14688,N/A,,,
8B41- - Myelitis,,352855d9-889d-4feb-bb54-07305dbdc84b,14689,N/A,,,
8B42- - Myelopathy,,02af8c34-f641-4233-9e01-498a4328cc60,14690,N/A,,,
8B44- - Degenerative myelopathic disorders,,31b12748-17dd-419b-b76b-2ee8058ba987,14691,N/A,,,
8B4Y- - Other specified spinal cord disorders excluding trauma,,79274890-9aea-4d6a-b0b7-00489b4c8def,14692,N/A,,,
8B60- - Motor neuron disease,,657c3e1a-e10a-4d8d-aa89-b7ccb877b88b,14693,N/A,,,
8B61- - Spinal muscular atrophy,,201bf393-eac2-4282-bb5e-fa2c5f427897,14694,N/A,,,
8B62- - Post polio progressive muscular atrophy,,5a74f629-8213-48f4-9342-9ab3a059d8df,14695,N/A,,,
8B80- - - Disorders of olfactory nerve,,4731ac3c-5afb-4ab1-8965-d5caf3e1bb7e,14696,N/A,,,
8B81- - - Disorders of vestibulocochlear nerve,,4bc7b616-ba77-40bd-8710-247485315110,14697,N/A,,,
8B82- - - Disorders of trigeminal nerve,,52fa9fa0-2764-4602-acf0-8092a8d8f6d0,14698,N/A,,,
8B82.0- - - - Trigeminal neuralgia,,838c019c-aef2-4848-9db3-20fb3a10ab16,14699,N/A,,,
8B83- - - Disorders of spinal accessory nerve,,f2a96a47-420d-4acd-b724-30311bbc4c66,14700,N/A,,,
8B84- - - Disorders of hypoglossal nerve,,1787d2f0-e43b-45dd-88b3-2f8bdd4d9a8b,14701,N/A,,,
8B85- - - Disorders of multiple cranial nerves,,de6a807c-39d5-4c90-a3e1-d976635feaa5,14702,N/A,,,
8B86- - - Disorders of vagus nerve,,5e8b55a6-3c29-4b90-a635-dbbc4d831e34,14703,N/A,,,
8B87- - - Disorders of glossopharyngeal nerve,,9192b48d-fa96-44c8-a5fe-f65ed68498e5,14704,N/A,,,
8B88- - - Disorders of facial nerve,,fe066a66-55ca-4ac8-98b9-24b94906ba1b,14705,N/A,,,
8B88.0- - - - Bell palsy,,7867fd87-5ff3-41bd-90cd-1ad8b0f1362f,14706,N/A,,,
8B90- - - Nerve root and plexus compressions,,73fe8e16-d96c-4b06-875e-45eeb1f38810,14707,N/A,,,
8B91- - - Brachial plexus disorders,,db1b314b-e096-4eec-873e-2e2e5c9ab6f8,14708,N/A,,,
8B92- - - Lumbosacral plexus disorders,,377e5dab-6d01-44ea-9f6d-d6ccc87a0411,14709,N/A,,,
8B93- - - Radiculopathy,,a49ab0af-033c-439c-8dd8-003ec38de528,14710,N/A,,,
8B93.7- - - - Radiculopathy due to neoplastic disease,,bbcd398c-ef3a-4676-bbaf-6dc59d5f1eed,14711,N/A,,,
8B93.8- - - - Radiculopathy due to spondylosis,,6e9c9e5e-bde4-4222-9d32-435c9fe30a80,14712,N/A,,,
8B94- - - Diabetic radiculoplexoneuropathy,,f7a4d6c2-5e28-4bc3-9f84-287b9aa45360,14713,N/A,,,
8C01- - - Inflammatory polyneuropathy,,f7a6cabf-2c12-4b9c-81cd-62cdd44d293e,14714,N/A,,,
8C03- - - Other secondary polyneuropathy,,f6cd63c3-2c44-442c-8eb0-dd481d7696ba,14715,N/A,,,
8C03.0- - - - Diabetic polyneuropathy,,374321cc-cc0f-490a-a02c-66948fdbdcc3,14716,N/A,,,
"8C0Z- - - Polyneuropathy, unspecified",,ab983159-cb09-4422-b5fa-b88ef56d2f81,14717,N/A,,,
8C10- - - Mononeuropathies of upper limb,,1ad257dc-553e-4832-9c7b-4021cf68c507,14718,N/A,,,
8C10.0- - - - Carpal tunnel syndrome,,a1856e34-55c3-4309-9da2-144010955752,14719,N/A,,,
8C11- - - Mononeuropathies of lower limb,,18db646e-753c-4b6c-bd08-a306be6a9fb1,14720,N/A,,,
8C11.1- - - - Meralgia paraesthetica,,d04283b5-62b9-4612-adaa-e1b4ba03a9e3,14721,N/A,,,
8C11.2- - - - Lesion of femoral nerve,,429021e3-b47d-4478-9bc9-a6bfddd04b79,14722,N/A,,,
8C11.3- - - - Lesion of common peroneal nerve,,c97208f7-107a-4da6-8b09-44140007b306,14723,N/A,,,
8C11.4- - - - Lesion of tibial nerve,,a9523f91-fc21-448b-8339-c9359e9ba7aa,14724,N/A,,,
8C11.5- - - - Tarsal tunnel syndrome,,32d9e108-1960-49d3-95d8-76d5db7265c8,14725,N/A,,,
8C12- - - Certain specified mononeuropathies,,3f983254-0a2a-4cdf-8af4-bc133000c0f9,14726,N/A,,,
8C12.0- - - - Intercostal neuropathy,,4150e5a4-88ca-4286-8e28-69e3ebc81a22,14727,N/A,,,
8C12.1- - - - Mononeuritis multiplex,,f3d4fd25-d480-47dd-a9e9-0ecdcee3554b,14728,N/A,,,
"8C4Y- - Other specified disorders of nerve root, plexus or peripheral nerves",,5baec3f5-4b74-45e3-b54e-e12c181d3096,14729,N/A,,,
8C60- - - Myasthenia gravis,,349d9daa-9f17-4e1f-adbd-ce49927c6b94,14730,N/A,,,
8C61- - - Congenital myasthenic syndromes,,f9114c7b-180f-45c7-a4fb-4e3a49fc7dfd,14731,N/A,,,
8C62- - - Lambert-Eaton syndrome,,6113c172-1e6b-4c31-b20d-bb9fc895305b,14732,N/A,,,
8C70- - - Muscular dystrophy,,eb575015-2979-4dee-9bc3-3ae37b4fb2fd,14733,N/A,,,
8C70.4- - - - Limb-girdle muscular dystrophy,,dad2099f-6055-4acb-b6e9-3cd592260209,14734,N/A,,,
8C70.5- - - - Scapuloperoneal muscular dystrophy,,0713dc34-3231-4898-aec7-12a71583cac4,14735,N/A,,,
8C71- - - Myotonic disorders,,a8617ba3-9783-4c17-9855-c0587089b517,14736,N/A,,,
8C75- - - Distal myopathies,,ee7d49bb-69b6-41cc-a54b-7e40c6bbde9b,14737,N/A,,,
8C76- - - Myofibrillar myopathy,,d88a8f4b-3215-4730-8221-700cb0abe189,14738,N/A,,,
8C78- - - Malignant hyperthermia or hyperpyrexia,,a75b4acf-4b78-4aae-8289-68eba7fff2ea,14739,N/A,,,
"8C7Z- - - Primary disorders of muscles, unspecified",,9f931fd2-d696-4bb9-aed2-149088d91584,14740,N/A,,,
8C84- - - Secondary rhabdomyolysis,,5e99977a-6be8-4a1e-abe6-f7ede093aa90,14741,N/A,,,
"8C8Z- - - Secondary myopathies, unspecified",,ee48859b-6b14-4ac6-a1d5-41d965ac7b7a,14742,N/A,,,
8D20- - Spastic cerebral palsy,,5a40d784-570a-402c-8a94-cbb14ee6cc6e,14743,N/A,,,
8D21- - Dyskinetic cerebral palsy,,2760b3bd-4101-4301-9dec-3c4e62e160f1,14744,N/A,,,
8D22- - Ataxic cerebral palsy,,1d815e19-0813-4c3f-b7a9-ef9ebea417ac,14745,N/A,,,
8D2Y- - Other specified cerebral palsy,,fe75738d-54e9-42f2-82a4-965f87c5fdb2,14746,N/A,,,
8D40- - Neurological disorders due to nutrient deficiency,,a639041e-e707-4839-bc57-1df3592d31ea,14747,N/A,,,
8D41- - Neurological disorders due to an excess of micro or macro nutrients,,c60fc6b1-4985-46c0-a78d-fb3571dcd25e,14748,N/A,,,
8D43- - Neurological disorders due to toxicity,,704d45cf-182a-490c-8183-d79934cea2f4,14749,N/A,,,
8D44- - Alcohol-related neurological disorders,,aaae221c-4894-4716-ac10-a4df1dd6c6ab,14750,N/A,,,
8D60- - Increased intracranial pressure,,6d054adf-804e-4131-ba7f-534f828bf5eb,14751,N/A,,,
8D60.0- - - Brain herniation syndromes,,6b56f89f-1596-43cd-8348-221e96c16e9f,14752,N/A,,,
8D61- - Intracranial hypotension,,0be2680b-1085-4883-8d3f-8553f75a0e2f,14753,N/A,,,
8D62- - Cerebrospinal fluid rhinorrhoea,,99319443-60fe-434a-9d3c-fd62ebe02663,14754,N/A,,,
8D63- - Cerebrospinal fluid otorrhoea,,7aa353ed-84f9-4776-bad1-b57ae07786e7,14755,N/A,,,
8D64- - Hydrocephalus,,d8aff932-1ee4-415d-97ff-d4738a67b886,14756,N/A,,,
8D64.0- - - Communicating hydrocephalus,,fb3d0c06-61ec-4683-af40-e3ae328d6d20,14757,N/A,,,
8D64.1- - - Non-communicating hydrocephalus,,7861d7f9-f9a2-4bb3-aa15-988ffa4f6442,14758,N/A,,,
8D64.2- - - Ex-vacuo hydrocephalus,,b85a0a08-7371-4799-a0d0-d080ed84543d,14759,N/A,,,
"8D64.Z- - - Hydrocephalus, unspecified",,9de97b1b-4510-4b15-a314-9aae784d102a,14760,N/A,,,
8D67- - Intracranial arachnoid cyst,,99ce69c1-4a4c-46f8-aa89-14010d6f4d68,14761,N/A,,,
8D68- - Porencephalic cyst,,fb8cdfc2-c13a-4257-9ae5-9f52cdcf140d,14762,N/A,,,
8D88- - Autonomic neuropathies,,bc5e4d42-2a6b-4dfc-8ea4-1f2fae2c8d3c,14763,N/A,,,
8D89- - Disorders of orthostatic tolerance,,153f0886-9690-469a-b0c5-ecae57f733f2,14764,N/A,,,
8D8A- - Focal or segmental autonomic disorders,,6826aa8f-6298-4ce0-b15c-d40b24056ab5,14765,N/A,,,
8D8A.1- - - Horner syndrome,,6f34c09c-206c-4e8d-b67e-94f3c0f4ed76,14766,N/A,,,
8D8C- - Autonomic dysreflexia,,20ff35cb-6172-4e05-97b9-71d0bea6b0b2,14767,N/A,,,
"8D8Z- - Disorders of autonomic nervous system, unspecified",,134431e0-e3cd-4222-abf2-14b088e50384,14768,N/A,,,
8E41- - Pachymeningitis,,33988eda-d2a4-4af2-8595-e56788db9c22,14769,N/A,,,
8E42- - Superficial siderosis of the nervous system,,570ad292-e50d-4264-b6cc-b95b9b9798c2,14770,N/A,,,
8E43- - Pain disorders,,d67df490-51df-4c95-a1ce-485cad4858cb,14771,N/A,,,
8E43.00- - - - Phantom limb syndrome,,5e405d75-d66d-445a-b1ed-2b39fc89fcc9,14772,N/A,,,
8E45- - Locked-in syndrome,,bf448051-21d6-443c-86e8-ed6dfff94130,14773,N/A,,,
8E46- - Reye syndrome,,670984a5-1947-4dfb-a870-bb9766457d9d,14774,N/A,,,
"8E48- - Encephalitis, not elsewhere classified",,5ddf9f63-a9a3-420e-8cc9-07cae3136d90,14775,N/A,,,
8E49- - Postviral fatigue syndrome,,1e8bb337-0489-4f4c-a394-0b5a5d5ec8e7,14776,N/A,,,
8E62- - Postprocedural meningitis,,7fd1a2d3-6418-425e-b944-dc381046cd7a,14777,N/A,,,
8E64- - Multifocal cerebral infarctions,,d740e847-9b5b-4b59-a404-b28b499cf191,14778,N/A,,,
8E66- - Intracranial hypotension due to lumbar puncture,,cb6d7843-3a2e-4114-a53b-5c4e366798a3,14779,N/A,,,
8E7Y- Other specified diseases of the nervous system,,54607fe5-956c-4711-b649-9985c669122a,14780,N/A,,,
"8E7Z- Diseases of the nervous system, unspecified",,d474b464-d38c-485b-9067-73bcfb940c4d,14781,N/A,,,
9A00- - - Congenital malposition of eyelids,,36583fa1-29fb-43a7-a3dd-ae8b7455b88a,14782,N/A,,,
9A01- - - Infectious disorders of eyelid,,febe5762-91c1-4217-ae25-cbfa3c175049,14783,N/A,,,
9A01.3- - - - Infectious blepharitis,,36ffc4b9-6b9e-418f-9159-5482fa23f3e6,14784,N/A,,,
9A02- - - Inflammatory disorders of eyelid,,545c5dd0-63c6-442e-a906-5a5a53d166b8,14785,N/A,,,
9A02.0- - - - Chalazion,,5ae4534e-b36e-45d6-ac73-a8c28b45991f,14786,N/A,,,
9A03- - - Acquired malposition of eyelid,,0fc33882-9aad-4fd5-9068-dbc3fe649c5d,14787,N/A,,,
9A03.0- - - - Blepharoptosis,,e3e7c63b-6dd7-455e-99b7-190fc7aaccce,14788,N/A,,,
9A03.1- - - - Entropion of eyelid,,1f9f9e7e-e101-4ddb-bff0-8834745d8df9,14789,N/A,,,
9A03.2- - - - Ectropion of eyelid,,b38b6033-bac5-4374-b718-ccbef4e441a9,14790,N/A,,,
9A03.3- - - - Eyelid retraction,,ba33d153-ed76-462d-ac84-b224a7246823,14791,N/A,,,
9A03.4- - - - Lagophthalmos,,d199ad8e-69d1-43b5-bbcc-2251022e38bf,14792,N/A,,,
9A04- - - Acquired disorders of eyelashes,,b9c6d300-5497-4ffc-a942-6548b9527b10,14793,N/A,,,
9A04.0- - - - Trichiasis without entropion,,cb5530ff-7f84-4439-a6a3-0a7aa4a1efd0,14794,N/A,,,
9A06- - - Certain specified disorders of eyelid,,f0244301-bb83-444e-9ec8-2b94a16e3e2a,14795,N/A,,,
"9A06.2- - - - Symblepharon, acquired",,46e237ff-a268-407f-96ba-53b5342396c4,14796,N/A,,,
9A06.7- - - - Dermatitis or eczema of eyelids,,99c567d7-0432-458d-b360-6e38f499d280,14797,N/A,,,
9A0Y- - - Other specified disorders of eyelid or peri-ocular area,,3433daac-832f-45fe-b6ca-9a2c13f84ce5,14798,N/A,,,
